,title,artist,top genre,year,added,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,country
754,Se iluminaba,Fred De Palma,italian arena pop,2019,31/12/1969,124,69,79,-5,7,62,174,8,6,74,Spain
755,Se Prepara 2,Mc Livinho,funk carioca,2019,31/12/1969,130,45,65,-9,11,36,147,11,52,79,Brazil
756,Secukupnya,Hindia,indonesian indie,2019,31/12/1969,102,80,73,-5,35,93,205,19,3,65,Indonesia
757,Selamat (Selamat Tinggal),Virgoun,indonesian pop,2019,31/12/1969,80,58,36,-9,12,37,314,52,3,75,Indonesia
758,SENTADÃO,Pedro Sampaio,baile pop,2019,31/12/1969,174,87,68,-2,22,92,143,18,6,83,Brazil
759,Sentou e Gostou,MC JottaPê,funk carioca,2019,31/12/1969,131,67,70,-3,9,72,163,26,40,82,Brazil
760,Señorita,Shawn Mendes,canadian pop,2019,31/12/1969,117,55,76,-6,8,75,191,4,3,89,World
761,Señorita,Shawn Mendes,canadian pop,2019,31/12/1969,117,55,76,-6,8,75,191,4,3,89,Africa
762,Señorita,Shawn Mendes,canadian pop,2019,31/12/1969,117,55,76,-6,8,75,191,4,3,89,Argentina
763,Señorita,Shawn Mendes,canadian pop,2019,31/12/1969,117,55,76,-6,8,75,191,4,3,89,Belgium
764,Señorita,Shawn Mendes,canadian pop,2019,31/12/1969,117,55,76,-6,8,75,191,4,3,89,Bolivia
765,Señorita,Shawn Mendes,canadian pop,2019,31/12/1969,117,55,76,-6,8,75,191,4,3,89,Colombia
766,Señorita,Shawn Mendes,canadian pop,2019,31/12/1969,117,55,76,-6,8,75,191,4,3,89,France
767,Señorita,Shawn Mendes,canadian pop,2019,31/12/1969,117,55,76,-6,8,75,191,4,3,89,India
768,Señorita,Shawn Mendes,canadian pop,2019,31/12/1969,117,55,76,-6,8,75,191,4,3,89,Indonesia
769,Señorita,Shawn Mendes,canadian pop,2019,31/12/1969,117,55,76,-6,8,75,191,4,3,89,Israel
770,Señorita,Shawn Mendes,canadian pop,2019,31/12/1969,117,55,76,-6,8,75,191,4,3,89,Malasya
771,Serenata - Ao Vivo,Marília Mendonça,sertanejo,2019,31/12/1969,132,71,71,-6,97,74,156,10,9,81,Brazil
772,"Shaitan Ka Saala (From ""Housefull 4"")",Sohail Sen,desi pop,2019,31/12/1969,100,77,84,-5,37,34,147,28,19,67,India
773,Shape of You,Ed Sheeran,pop,2017,31/12/1969,96,65,83,-3,9,93,234,58,8,87,Japan
774,Shukumei,Official HIGE DANdism,anime rock,2019,31/12/1969,164,58,55,-6,11,49,281,2,3,53,Japan
775,Si por mi fuera,Beret,spanish hip hop,2019,31/12/1969,150,75,70,-6,10,88,209,3,3,73,Spain
776,Si Se Da - Remix,Myke Towers,latin,2019,31/12/1969,94,67,82,-6,13,77,332,44,30,85,Chile
777,Si Supieras,Daddy Yankee,latin,2019,31/12/1969,184,89,69,-2,10,62,242,29,12,82,Chile
778,Si Te Vas,Sech,panamanian pop,2019,31/12/1969,174,64,73,-4,14,55,205,9,13,90,Argentina
779,Si Te Vas,Sech,panamanian pop,2019,31/12/1969,174,64,73,-4,14,55,205,9,13,90,Bolivia
780,Si Te Vas,Sech,panamanian pop,2019,31/12/1969,174,64,73,-4,14,55,205,9,13,90,Colombia
781,Si Te Vas,Sech,panamanian pop,2019,31/12/1969,174,64,73,-4,14,55,205,9,13,90,Chile
782,Si Te Vas,Sech,panamanian pop,2019,31/12/1969,174,64,73,-4,14,55,205,9,13,90,Spain
783,Sigues Con El,Dimelo Flow,latin,2019,31/12/1969,88,67,88,-3,7,68,227,11,11,83,Argentina
784,Sigues Con El,Dimelo Flow,latin,2019,31/12/1969,88,67,88,-3,7,68,227,11,11,83,Bolivia
785,Sigues Con El,Dimelo Flow,latin,2019,31/12/1969,88,67,88,-3,7,68,227,11,11,83,Colombia
786,Sigues Con El,Dimelo Flow,latin,2019,31/12/1969,88,67,88,-3,7,68,227,11,11,83,Chile
787,Sigues Con El,Dimelo Flow,latin,2019,31/12/1969,88,67,88,-3,7,68,227,11,11,83,Spain
788,Skifahren,The Cratez,german hip hop,2019,31/12/1969,134,71,72,-7,15,44,163,22,25,51,Germany
789,Sleigh Ride,The Ronettes,adult standards,2019,31/12/1969,92,77,53,-7,32,85,181,40,3,77,World
790,Sleigh Ride,The Ronettes,adult standards,2019,31/12/1969,92,77,53,-7,32,85,181,40,3,77,Africa
791,Sleigh Ride,The Ronettes,adult standards,2019,31/12/1969,92,77,53,-7,32,85,181,40,3,77,Australia
792,Sleigh Ride,The Ronettes,adult standards,2019,31/12/1969,92,77,53,-7,32,85,181,40,3,77,Belgium
793,Sleigh Ride,The Ronettes,adult standards,2019,31/12/1969,92,77,53,-7,32,85,181,40,3,77,Canada
794,Sleigh Ride,The Ronettes,adult standards,2019,31/12/1969,92,77,53,-7,32,85,181,40,3,77,United States
795,So Am I,Ava Max,dance pop,2019,31/12/1969,130,66,68,-5,35,61,183,7,4,84,Indonesia
796,Soldi in Nero - feat. Sfera Ebbasta,Shiva,italian hip hop,2019,31/12/1969,158,66,75,-5,17,35,184,15,28,79,Italy
797,Solteiro Não Trai - Ao Vivo,Gustavo Mioto,sertanejo,2018,31/12/1969,158,83,49,-3,96,60,187,48,20,78,Brazil
798,Soltera - Remix,Lunay,latin,2019,31/12/1969,92,78,80,-4,44,80,266,36,4,80,Argentina
799,Soltera - Remix,Lunay,latin,2019,31/12/1969,92,78,80,-4,44,80,266,36,4,80,Bolivia
800,Soltera - Remix,Lunay,latin,2019,31/12/1969,92,78,80,-4,44,80,266,36,4,80,Colombia
801,Soltera - Remix,Lunay,latin,2019,31/12/1969,92,78,80,-4,44,80,266,36,4,80,Chile
802,Some que ele vem atrás,Anitta,baile pop,2019,31/12/1969,180,80,65,-6,38,60,195,7,17,84,Brazil
803,Someone You Loved,Lewis Capaldi,pop,2019,31/12/1969,110,41,50,-6,11,45,182,75,3,96,World
804,Someone You Loved,Lewis Capaldi,pop,2019,31/12/1969,110,41,50,-6,11,45,182,75,3,96,Belgium
805,Someone You Loved,Lewis Capaldi,pop,2019,31/12/1969,110,41,50,-6,11,45,182,75,3,96,Indonesia
806,Someone You Loved,Lewis Capaldi,pop,2019,31/12/1969,110,41,50,-6,11,45,182,75,3,96,Israel
807,Someone You Loved,Lewis Capaldi,pop,2019,31/12/1969,110,41,50,-6,11,45,182,75,3,96,Malasya
808,Sorbito De Champagne - Digitally Remastered Original,Pastor Lopez,cumbia,2006,31/12/1969,112,79,79,-4,4,70,211,64,4,45,Colombia
809,Soy Sabalero,Los Palmeras,argentine rock,2019,31/12/1969,132,85,78,-5,8,85,180,8,6,68,Argentina
810,Speechless (Full),Naomi Scott,hollywood,2019,31/12/1969,125,49,47,-8,12,23,209,47,3,65,Indonesia
811,Stand By You,Official HIGE DANdism,anime rock,2019,31/12/1969,154,87,61,-5,28,63,256,1,4,49,Japan
812,STAR,Nimo,german hip hop,2019,31/12/1969,108,82,81,-5,17,60,162,38,9,71,Germany
813,Step Into Christmas,Elton John,glam rock,1973,31/12/1969,140,93,53,-6,31,82,272,10,4,87,World
814,Step Into Christmas,Elton John,glam rock,1973,31/12/1969,140,93,53,-6,31,82,272,10,4,87,Australia
815,Step Into Christmas,Elton John,glam rock,1973,31/12/1969,140,93,53,-6,31,82,272,10,4,87,Canada
816,Step Into Christmas,Elton John,glam rock,1973,31/12/1969,140,93,53,-6,31,82,272,10,4,87,Germany
817,Street,Maes,french hip hop,2019,31/12/1969,148,30,66,-20,21,49,185,30,8,74,France
818,Sukendleleni,Jobe London,afro house,2019,31/12/1969,112,72,88,-6,5,24,415,5,5,50,Africa
819,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,2019,31/12/1969,90,52,76,-4,7,93,158,53,6,88,India
820,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,dfw rap,2019,31/12/1969,90,52,76,-4,7,93,158,53,6,88,Malasya
821,Supera - Ao Vivo,Marília Mendonça,sertanejo,2019,31/12/1969,132,74,67,-4,96,66,148,6,6,85,Brazil
850,SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta),Marracash,italian hip hop,2019,31/12/1969,141,66,66,-6,13,51,223,7,6,81,Italy
851,Surtada - Remix Brega Funk,Dadá Boladão,brega funk,2019,31/12/1969,154,55,83,-7,18,88,153,25,6,86,Brazil
852,sw1n6o - feat. Salmo,tha Supreme,trap italiana,2019,31/12/1969,170,83,57,-6,79,79,184,12,9,78,Italy
853,Tabaco y Ron,Rodolfo Aicardi,classic colombian pop,2012,31/12/1969,103,77,76,-7,11,96,243,18,4,54,Colombia
854,Tak Ingin Pisah Lagi,Marion Jola,indonesian pop,2019,31/12/1969,95,40,66,-6,14,34,266,58,3,64,Indonesia
855,Takeaway,The Chainsmokers,electropop,2019,31/12/1969,100,51,53,-8,10,35,210,13,3,83,Indonesia
856,Takeaway,The Chainsmokers,electropop,2019,31/12/1969,100,51,53,-8,10,35,210,13,3,83,Malasya
857,Tal Vez,Paulo Londra,argentine hip hop,2019,31/12/1969,162,65,86,-2,8,74,264,25,15,80,Argentina
858,Tal Vez,Paulo Londra,argentine hip hop,2019,31/12/1969,162,65,86,-2,8,74,264,25,15,80,Bolivia
859,Tanpa Tergesa,Juicy Luicy,indonesian pop,2018,31/12/1969,96,29,70,-7,11,45,218,31,3,76,Indonesia
860,Te Quemaste,Manuel Turizo,colombian pop,2019,31/12/1969,176,77,73,-2,29,72,199,61,13,85,Spain
861,Te Vi,Piso 21,colombian pop,2018,31/12/1969,102,78,88,-4,9,71,232,4,12,85,Bolivia
862,Teenager Forever,King Gnu,j-pop,2019,31/12/1969,115,92,50,-4,34,70,189,7,11,39,Japan
863,Tender Love (feat. DJ Maphorisa & Kabza De Small),Sha Sha,afro house,2019,31/12/1969,113,39,85,-14,5,45,444,1,6,53,Africa
864,"Tera Ban Jaunga (From ""Kabir Singh"")",Akhil Sachdeva,desi pop,2019,31/12/1969,94,53,61,-6,13,40,236,82,2,59,India
865,Thank God It's Christmas - Non-Album Single,Queen,glam rock,1984,31/12/1969,83,42,30,-9,23,34,262,21,3,80,Australia
866,Thank God It's Christmas - Non-Album Single,Queen,glam rock,1984,31/12/1969,83,42,30,-9,23,34,262,21,3,80,Germany
867,The Best Side Of Life,Sarah Connor,german pop,2006,31/12/1969,91,63,63,-5,12,55,229,56,3,72,Germany
868,The Box,Roddy Ricch,melodic rap,2019,31/12/1969,117,59,90,-7,79,64,197,10,6,89,Canada
869,The Box,Roddy Ricch,melodic rap,2019,31/12/1969,117,59,90,-7,79,64,197,10,6,89,United States
870,The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,31/12/1969,79,21,32,-15,14,21,192,92,3,89,World
871,The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,31/12/1969,79,21,32,-15,14,21,192,92,3,89,Africa
872,The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,31/12/1969,79,21,32,-15,14,21,192,92,3,89,Australia
873,The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,31/12/1969,79,21,32,-15,14,21,192,92,3,89,Belgium
874,The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,31/12/1969,79,21,32,-15,14,21,192,92,3,89,Canada
875,The Christmas Song (Merry Christmas To You),Nat King Cole,adult standards,1962,31/12/1969,79,21,32,-15,14,21,192,92,3,89,United States
876,This Christmas,Donny Hathaway,chicago soul,1971,31/12/1969,93,65,63,-9,25,68,231,29,4,59,Belgium
877,This Christmas,Donny Hathaway,chicago soul,1971,31/12/1969,93,65,63,-9,25,68,231,29,4,59,United States
878,Ti volevo dedicare (feat. J-AX & Boomdabash),Rocco Hunt,italian hip hop,2019,31/12/1969,120,73,75,-6,19,27,208,1,7,80,Italy
879,Tijolão - Ao Vivo,Jorge & Mateus,sertanejo,2019,31/12/1969,119,88,64,-4,34,69,175,47,20,83,Brazil
880,Tiro Certo - Ao Vivo,Zé Felipe,funk carioca,2019,31/12/1969,130,91,71,-5,71,69,179,56,7,65,Brazil
881,To Voando Alto,Mc Poze do Rodo,funk carioca,2019,31/12/1969,145,68,89,-3,8,80,137,31,17,80,Brazil
882,Todo Mundo Vai Sofrer - Ao Vivo,Marília Mendonça,sertanejo,2019,31/12/1969,111,74,62,-4,41,58,155,28,7,81,Brazil
883,Tolong,Budi Doremi,indonesian pop,2018,31/12/1969,136,20,44,-12,10,24,250,89,4,78,Indonesia
884,Traicionera,Pastor Lopez,cumbia,2012,31/12/1969,130,59,78,-5,19,96,215,53,4,55,Colombia
885,Trampoline (with ZAYN),SHAED,electropop,2019,31/12/1969,127,46,62,-6,14,50,184,56,3,92,France
886,Trampoline (with ZAYN),SHAED,electropop,2019,31/12/1969,127,46,62,-6,14,50,184,56,3,92,India
887,Trampoline (with ZAYN),SHAED,electropop,2019,31/12/1969,127,46,62,-6,14,50,184,56,3,92,Malasya
888,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",Rochak,desi pop,2019,31/12/1969,87,38,72,-8,13,48,201,59,6,64,India
889,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",Arijit Singh,desi pop,2019,31/12/1969,70,40,43,-8,11,31,285,74,4,69,India
890,"Tum Hi Aana (From ""Marjaavaan"")",Payal Dev,modern bollywood,2019,31/12/1969,90,40,47,-7,15,35,249,63,2,74,India
891,Turning Up,ARASHI,j-pop,2019,31/12/1969,118,82,77,-5,24,90,183,2,10,68,Japan
892,Tusa,KAROL G,latin,2019,31/12/1969,101,72,80,-3,6,57,201,30,30,96,World
893,Tusa,KAROL G,latin,2019,31/12/1969,101,72,80,-3,6,57,201,30,30,96,Argentina
894,Tusa,KAROL G,latin,2019,31/12/1969,101,72,80,-3,6,57,201,30,30,96,Bolivia
895,Tusa,KAROL G,latin,2019,31/12/1969,101,72,80,-3,6,57,201,30,30,96,Colombia
896,Tusa,KAROL G,latin,2019,31/12/1969,101,72,80,-3,6,57,201,30,30,96,Chile
897,Tusa,KAROL G,latin,2019,31/12/1969,101,72,80,-3,6,57,201,30,30,96,Spain
898,Tutto Questo Sei Tu,Ultimo,italian pop,2019,31/12/1969,162,51,45,-6,11,42,245,44,3,76,Italy
899,Tutu,Camilo,colombian pop,2019,31/12/1969,146,83,73,-3,7,94,179,27,5,90,Argentina
900,Tutu,Camilo,colombian pop,2019,31/12/1969,146,83,73,-3,7,94,179,27,5,90,Bolivia
901,Tutu,Camilo,colombian pop,2019,31/12/1969,146,83,73,-3,7,94,179,27,5,90,Colombia
902,Tutu,Camilo,colombian pop,2019,31/12/1969,146,83,73,-3,7,94,179,27,5,90,Chile
903,Umbrella,King Gnu,j-pop,2019,31/12/1969,105,90,65,-3,5,70,202,38,8,51,Japan
904,Umlilo,DJ Zinhle,kwaito,2019,31/12/1969,125,70,70,-5,8,62,237,27,3,52,Africa
905,Un million par mois,Djadja & Dinaz,french hip hop,2019,31/12/1969,135,54,76,-6,13,72,189,66,5,67,France
906,Un peu de haine,PLK,french hip hop,2019,31/12/1969,134,66,77,-7,22,42,168,44,6,76,France
907,Una Cerveza,Rafaga,cumbia chilena,2016,31/12/1969,98,91,75,-2,9,76,241,32,5,67,Argentina
908,Una Vida Para Recordar,Piso 21,colombian pop,2019,31/12/1969,182,78,70,-3,12,48,215,7,20,81,Bolivia
915,Una volta ancora (feat. Ana Mena),Fred De Palma,italian arena pop,2019,31/12/1969,124,64,77,-5,10,59,174,8,6,76,Italy
918,Underneath the Tree,Kelly Clarkson,dance pop,2013,31/12/1969,160,81,51,-5,21,69,230,0,5,88,World
922,Underneath the Tree,Kelly Clarkson,dance pop,2013,31/12/1969,160,81,51,-5,21,69,230,0,5,88,Africa
933,Underneath the Tree,Kelly Clarkson,dance pop,2013,31/12/1969,160,81,51,-5,21,69,230,0,5,88,Australia
935,Underneath the Tree,Kelly Clarkson,dance pop,2013,31/12/1969,160,81,51,-5,21,69,230,0,5,88,Belgium
936,Underneath the Tree,Kelly Clarkson,dance pop,2013,31/12/1969,160,81,51,-5,21,69,230,0,5,88,Canada
938,Underneath the Tree,Kelly Clarkson,dance pop,2013,31/12/1969,160,81,51,-5,21,69,230,0,5,88,Germany
939,Underneath the Tree,Kelly Clarkson,dance pop,2013,31/12/1969,160,81,51,-5,21,69,230,0,5,88,United States
940,Underneath the Tree,Kelly Clarkson,dance pop,2013,31/12/1969,160,81,51,-5,21,69,230,0,5,88,Italy
942,Underneath the Tree,Kelly Clarkson,dance pop,2013,31/12/1969,160,81,51,-5,21,69,230,0,5,88,Japan
943,Unfaithful,Dennis Lloyd,israeli pop,2019,31/12/1969,76,57,64,-5,25,42,141,1,5,69,Israel
944,Vaaste,Dhvani Bhanushali,desi pop,2019,31/12/1969,90,48,44,-6,10,32,196,45,4,68,India
945,Ve Maahi,Arijit Singh,desi pop,2019,31/12/1969,103,55,65,-7,22,29,224,41,3,61,India
948,Ve'Eem Tavo'ee Elay (And If You Will Come To Me),Idan Raichel,classic israeli pop,2019,31/12/1969,112,88,73,-5,10,23,213,50,3,43,Israel
949,Verdinha,Ludmilla,baile pop,2019,31/12/1969,138,95,85,-4,12,63,160,35,12,81,Brazil
951,Verte Ir,DJ Luian,latin,2019,31/12/1969,96,65,86,-4,8,55,268,39,10,85,Chile
952,Vete,Bad Bunny,latin,2019,31/12/1969,92,67,89,-4,10,53,192,4,19,94,Argentina
953,Vete,Bad Bunny,latin,2019,31/12/1969,92,67,89,-4,10,53,192,4,19,94,Bolivia
954,Vete,Bad Bunny,latin,2019,31/12/1969,92,67,89,-4,10,53,192,4,19,94,Colombia
955,Vete,Bad Bunny,latin,2019,31/12/1969,92,67,89,-4,10,53,192,4,19,94,Chile
956,Vete,Bad Bunny,latin,2019,31/12/1969,92,67,89,-4,10,53,192,4,19,94,Spain
957,Víspera de Año Nuevo,Guillermo Buitrago,classic colombian pop,2012,31/12/1969,100,83,60,-6,8,98,150,85,13,49,Colombia
958,Vor der Tür,Gzuz,deep german hip hop,2019,31/12/1969,101,73,86,-6,10,20,171,2,19,63,Germany
959,Vou Ter Que Superar - Ao Vivo,Matheus & Kauan,pop nacional,2019,31/12/1969,106,72,51,-6,87,42,189,77,6,80,Brazil
960,Vula Vala,DJ Maphorisa,afro house,2019,31/12/1969,113,59,91,-11,8,14,374,2,6,52,Africa
961,Waktu Yang Salah,Fiersa Besari,indonesian indie,2014,31/12/1969,130,28,67,-11,10,30,326,79,3,76,Indonesia
962,Walking with you,Novelbright,j-pop,2018,31/12/1969,93,97,42,-1,53,50,223,1,6,67,Japan
963,Watermelon Sugar,Harry Styles,dance pop,2019,31/12/1969,95,82,55,-4,34,56,174,12,5,86,Malasya
964,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,SHAUN,k-pop,2018,31/12/1969,106,75,74,-5,22,45,192,27,3,79,Indonesia
965,What Christmas Means To Me,Stevie Wonder,adult standards,1967,31/12/1969,167,54,48,-10,8,82,147,24,4,80,Australia
966,What Christmas Means To Me,Stevie Wonder,adult standards,1967,31/12/1969,167,54,48,-10,8,82,147,24,4,80,Canada
967,Wherever you are,ONE OK ROCK,j-pop,2010,31/12/1969,174,69,38,-5,34,29,296,3,5,62,Japan
968,Whine Up,Nicky Jam,latin,2019,31/12/1969,105,67,82,-6,10,66,215,5,8,91,Argentina
969,Whine Up,Nicky Jam,latin,2019,31/12/1969,105,67,82,-6,10,66,215,5,8,91,Bolivia
970,Whine Up,Nicky Jam,latin,2019,31/12/1969,105,67,82,-6,10,66,215,5,8,91,Colombia
971,Whine Up,Nicky Jam,latin,2019,31/12/1969,105,67,82,-6,10,66,215,5,8,91,Chile
972,Whine Up,Nicky Jam,latin,2019,31/12/1969,105,67,82,-6,10,66,215,5,8,91,Spain
973,White Christmas,Bing Crosby,adult standards,1942,31/12/1969,131,16,32,-16,34,25,177,67,4,89,World
974,White Christmas,Bing Crosby,adult standards,1942,31/12/1969,131,16,32,-16,34,25,177,67,4,89,Africa
975,White Christmas,Bing Crosby,adult standards,1942,31/12/1969,131,16,32,-16,34,25,177,67,4,89,Australia
976,White Christmas,Bing Crosby,adult standards,1942,31/12/1969,131,16,32,-16,34,25,177,67,4,89,Belgium
977,White Christmas,Bing Crosby,adult standards,1942,31/12/1969,131,16,32,-16,34,25,177,67,4,89,Canada
978,White Christmas,Bing Crosby,adult standards,1942,31/12/1969,131,16,32,-16,34,25,177,67,4,89,United States
979,White Christmas (with Shania Twain),Michael Bublé,adult standards,2011,31/12/1969,127,49,61,-7,13,64,218,44,4,73,Australia
980,Wieso tust Du dir das an?,Apache 207,german hip hop,2019,31/12/1969,134,48,86,-7,12,46,176,29,6,79,Germany
981,Winter Wonderland,Tony Bennett,adult standards,1968,31/12/1969,115,37,45,-14,8,63,134,83,4,85,Australia
982,Winter Wonderland,Tony Bennett,adult standards,1968,31/12/1969,115,37,45,-14,8,63,134,83,4,85,Canada
983,Winter Wonderland - Remastered 2006,Bing Crosby,adult standards,2006,31/12/1969,127,23,59,-14,12,54,144,83,5,83,United States
984,Woin Woin feat. RK,Larry,french hip hop,2019,31/12/1969,130,64,90,-7,8,70,173,17,29,77,France
985,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,31/12/1969,95,51,77,-9,7,77,228,32,3,91,World
986,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,31/12/1969,95,51,77,-9,7,77,228,32,3,91,Africa
987,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,31/12/1969,95,51,77,-9,7,77,228,32,3,91,Belgium
988,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,31/12/1969,95,51,77,-9,7,77,228,32,3,91,Canada
989,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,31/12/1969,95,51,77,-9,7,77,228,32,3,91,Germany
990,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,31/12/1969,95,51,77,-9,7,77,228,32,3,91,United States
991,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,album rock,1980,31/12/1969,95,51,77,-9,7,77,228,32,3,91,Italy
992,Wonderful Dream (Holidays Are Coming) - Radio Version,Melanie Thornton,NA,2001,31/12/1969,150,68,58,-5,26,52,232,11,3,79,Germany
993,Ya No Mas,Fer Palacio,NA,2019,31/12/1969,100,68,80,-6,7,88,158,14,6,75,Argentina
994,Yaad Piya Ki Aane Lagi,Neha Kakkar,desi pop,2019,31/12/1969,108,83,86,-4,11,69,257,38,5,72,India
995,Yesterday,Official HIGE DANdism,anime rock,2019,31/12/1969,130,80,54,-4,40,56,299,4,4,55,Japan
996,"Yo x Ti, Tu x Mi",ROSALÍA,r&b en espanol,2019,31/12/1969,92,76,78,-3,14,58,201,46,23,90,Argentina
997,"Yo x Ti, Tu x Mi",ROSALÍA,r&b en espanol,2019,31/12/1969,92,76,78,-3,14,58,201,46,23,90,Bolivia
998,"Yo x Ti, Tu x Mi",ROSALÍA,r&b en espanol,2019,31/12/1969,92,76,78,-3,14,58,201,46,23,90,Chile
999,"Yo x Ti, Tu x Mi",ROSALÍA,r&b en espanol,2019,31/12/1969,92,76,78,-3,14,58,201,46,23,90,Spain
1000,You Make It Feel Like Christmas (feat. Blake Shelton),Gwen Stefani,dance pop,2017,31/12/1969,93,87,64,-4,12,91,157,2,4,85,Italy
,Zorra,Bad Gyal,rap catalan,2019,31/12/1969,176,65,64,-7,8,74,186,68,19,76,Spain
